S. No.,Sr_No,Region_Nam,Region_Cod,Subdivisio,SubDiv_Cod,Unique_Stn,State_Name,State_Code,District_N,District_C,Block_Name,Block_code,Station_Name,Station_Code,Station_Ty,Latitude,Longitude,RMC_MC,RMC_MC_ID,SUBBASIN,BASIN,FMO,FMO_Code,River_Basin_Code,UIN
453,4939,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0493,BIHAR,20303,WEST CHAMPARAN,20303038,Thakrahan,2030303818,THAKRAHAN,2.0303E+12,ORG,26.769,84.2648,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
522,5008,NORTH WEST INDIA,3,EAST UTTAR PRADESH,303,303EUP0023,UTTAR PRADESH,30309,BALLIA,30309006,Bansdih,3030900603,BANSDIH,3.0309E+12,ORG,25.876993,84.217592,MC LUCKNOW,10,Gandak,Ganga,PATNA,22,184,22184
523,5009,NORTH WEST INDIA,3,EAST UTTAR PRADESH,303,303EUP0024,UTTAR PRADESH,30309,BALLIA,30309006,Belthara Road,3030900604,TURTIPAR,3.0309E+12,ORG,26.13257,83.86703,MC LUCKNOW,10,Gandak,Ganga,PATNA,22,184,22184
524,5010,NORTH WEST INDIA,3,EAST UTTAR PRADESH,303,303EUP0060,UTTAR PRADESH,30309,DEORIA,30309014,Salempur,3030901405,SALEMPUR,3.0309E+12,ORG,26.305439,83.922232,MC LUCKNOW,10,Gandak,Ganga,PATNA,22,184,22184
525,5011,NORTH WEST INDIA,3,EAST UTTAR PRADESH,303,303EUP0121,UTTAR PRADESH,30309,KUSHI NAGAR,30309027,Hata,3030902701,HATA,3.0309E+12,ORG,26.743011,83.745909,MC LUCKNOW,10,Gandak,Ganga,PATNA,22,184,22184
526,5012,NORTH WEST INDIA,3,EAST UTTAR PRADESH,303,303EUP0122,UTTAR PRADESH,30309,KUSHI NAGAR,30309027,Padrauna,3030902703,PADRAUNA,3.0309E+12,ORG,26.88633,83.97339,MC LUCKNOW,10,Gandak,Ganga,PATNA,22,184,22184
13,4499,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0039,BIHAR,20303,BEGUSARAI,20303005,Bachhwara,2030300501,BACHWARA,2.0303E+12,ORG,25.5726,85.899,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
17,4503,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0050,BIHAR,20303,BEGUSARAI,20303005,Teghra,2030300518,BARAUNI,2.0303E+12,ORG,25.46,85.98,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
42,4528,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0048,BIHAR,20303,BEGUSARAI,20303005,Matihani,2030300513,MATIYANI,2.0303E+12,ORG,25.36,86.16,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
49,4535,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0049,BIHAR,20303,BEGUSARAI,20303005,Sahebpur kamal,2030300516,SAHEBPUR KANAL,2.0303E+12,ORG,25.41,86.39,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
110,4596,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0127,BIHAR,20303,GAYA,20303012,Atri,2030301201,ATRI,2.0303E+12,ORG,24.93308,85.200346,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
112,4598,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0130,BIHAR,20303,GAYA,20303012,Barachatti,2030301203,BARACHATTI,2.0303E+12,ORG,24.5036,85.0172,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
114,4600,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0133,BIHAR,20303,GAYA,20303012,Bodh gaya,2030301205,BODH GAYA,2.0303E+12,ORG,24.718982,85.000767,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
115,4601,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0134,BIHAR,20303,GAYA,20303012,Dobhi,2030301206,DOBHI,2.0303E+12,ORG,24.529228,84.913289,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
117,4603,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0136,BIHAR,20303,GAYA,20303012,Fatehpur,2030301208,FATEHPUR,2.0303E+12,ORG,24.6269,85.2113,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
122,4608,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0143,BIHAR,20303,GAYA,20303012,Khizirslrai,2030301213,KHIZIRSARAI,2.0303E+12,ORG,24.964,85.092,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
124,4610,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0145,BIHAR,20303,GAYA,20303012,Manpur,2030301215,MANPUR,2.0303E+12,ORG,24.79981,85.032149,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
125,4611,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0146,BIHAR,20303,GAYA,20303012,Mohanpur,2030301216,MOHANPUR,2.0303E+12,ORG,24.57836,85.085036,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
126,4612,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0128,BIHAR,20303,GAYA,20303012,Atri,2030301201,MOHRA,2.0303E+12,ORG,24.933052,85.20035,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
128,4614,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0147,BIHAR,20303,GAYA,20303012,Neem chak bathani,2030301218,NEEM CHAK BATHANI,2.0303E+12,ORG,24.99,85.26,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
131,4617,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0150,BIHAR,20303,GAYA,20303012,Tan kuppa,2030301222,TANKUPPA,2.0303E+12,ORG,24.70705,85.133512,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
133,4619,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0152,BIHAR,20303,GAYA,20303012,Wazirganj,2030301224,WAZIRGANJ,2.0303E+12,ORG,24.8017,85.2325,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
147,4633,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0166,BIHAR,20303,JAHANABAD,20303014,Hulasganj,2030301402,HULASGANJ,2.0303E+12,ORG,25.086405,85.149279,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
153,4639,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0173,BIHAR,20303,JAMUI,20303015,Barhat,2030301501,BARHAT,2.0303E+12,ORG,25.00256,86.286868,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
154,4640,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0179,BIHAR,20303,JAMUI,20303015,Khaira,2030301507,GARHI,2.0303E+12,ORG,24.78,86.08,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
155,4641,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0176,BIHAR,20303,JAMUI,20303015,Gidhaur,2030301503,GIDHAUR,2.0303E+12,ORG,24.854408,86.307703,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
156,4642,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0177,BIHAR,20303,JAMUI,20303015,Islamnagar aliganj,2030301504,ISLAMNAGAR ALIGANJ,2.0303E+12,ORG,24.948126,85.919753,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
157,4643,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0174,BIHAR,20303,JAMUI,20303015,Barhat,2030301501,JAMUI,2.0303E+12,ORG,24.933333,86.3,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
158,4644,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0178,BIHAR,20303,JAMUI,20303015,Jhajha,2030301506,JHAJHA,2.0303E+12,ORG,24.77,86.37,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
159,4645,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0180,BIHAR,20303,JAMUI,20303015,Khaira,2030301507,KHAIRA,2.0303E+12,ORG,24.829162,86.196947,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
160,4646,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0181,BIHAR,20303,JAMUI,20303015,Laksbimpur,2030301508,LAXMIPUR,2.0303E+12,ORG,25.0068,86.3961,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
161,4647,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0182,BIHAR,20303,JAMUI,20303015,Sikandra,2030301509,SIKANDARA,2.0303E+12,ORG,24.9621,86.0344,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
162,4648,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0183,BIHAR,20303,JAMUI,20303015,Sono,2030301510,SONO,2.0303E+12,ORG,24.666667,86.25,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
194,4680,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0220,BIHAR,20303,LAKHISARAI,20303019,Ramgarh chowk,2030301906,ARIARI,2.0303E+12,ORG,25.07,86.08,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
195,4681,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0215,BIHAR,20303,LAKHISARAI,20303019,Barahiya,2030301901,BARHIYA,2.0303E+12,ORG,25.28,86.016667,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
196,4682,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0218,BIHAR,20303,LAKHISARAI,20303019,Lakhisaraj,2030301904,CHANAN,2.0303E+12,ORG,25.0688,86.1642,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
197,4683,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0216,BIHAR,20303,LAKHISARAI,20303019,Halsi,2030301902,HALSI,2.0303E+12,ORG,25.03,86.05,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
198,4684,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0217,BIHAR,20303,LAKHISARAI,20303019,Lakhisarai,2030301903,LAKHISARAI,2.0303E+12,ORG,25.185,86.1,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
199,4685,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0219,BIHAR,20303,LAKHISARAI,20303019,Pipariya,2030301905,PIPARIYA,2.0303E+12,ORG,25.236395,86.140578,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
251,4737,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0272,BIHAR,20303,NALANDA,20303024,Asthawan,2030302401,ASTHAWAN,2.0303E+12,ORG,25.215063,85.625244,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
252,4738,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0273,BIHAR,20303,NALANDA,20303024,Ben,2030302402,BEN,2.0303E+12,ORG,25.158299,85.364812,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
253,4739,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0275,BIHAR,20303,NALANDA,20303024,Bihar,2030302403,BIHAR SHRIF,2.0303E+12,ORG,25.207006,85.523934,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
254,4740,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0276,BIHAR,20303,NALANDA,20303024,Bind,2030302404,BIND,2.0303E+12,ORG,25.306091,85.693867,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
255,4741,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0277,BIHAR,20303,NALANDA,20303024,Chandi,2030302405,CHANDI,2.0303E+12,ORG,25.319383,85.409987,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
256,4742,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0278,BIHAR,20303,NALANDA,20303024,Ekangarsarai,2030302406,EKANGERSARAI,2.0303E+12,ORG,25.216667,85.233333,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
257,4743,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0279,BIHAR,20303,NALANDA,20303024,Giriak,2030302407,GIRIYAK,2.0303E+12,ORG,25.0286,85.529,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
258,4744,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0280,BIHAR,20303,NALANDA,20303024,Harnaut,2030302408,HARNAUT,2.0303E+12,ORG,25.36,85.53,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
259,4745,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0281,BIHAR,20303,NALANDA,20303024,Hilsa,2030302409,HILSA,2.0303E+12,ORG,25.306158,85.277412,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
260,4746,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0282,BIHAR,20303,NALANDA,20303024,Islampur,2030302410,ISLAMPUR,2.0303E+12,ORG,25.15,85.216667,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
261,4747,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0283,BIHAR,20303,NALANDA,20303024,Karai parsurai,2030302411,KARAI PARSURAI,2.0303E+12,ORG,25.385945,85.282755,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
262,4748,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0284,BIHAR,20303,NALANDA,20303024,Katrisarai,2030302412,KATRISARAI,2.0303E+12,ORG,25.079955,85.635618,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
263,4749,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0285,BIHAR,20303,NALANDA,20303024,Nagar nausa,2030302413,NANGAR NAUSA,2.0303E+12,ORG,25.395666,85.347153,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
264,4750,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0286,BIHAR,20303,NALANDA,20303024,Noorsarai,2030302414,NOORSARAI,2.0303E+12,ORG,25.265438,85.458347,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
265,4751,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0287,BIHAR,20303,NALANDA,20303024,Parbalpur,2030302415,PARBALPUR,2.0303E+12,ORG,25.211644,85.362821,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
266,4752,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0288,BIHAR,20303,NALANDA,20303024,Rahui,2030302416,RAHUI,2.0303E+12,ORG,25.264581,85.554853,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
267,4753,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0289,BIHAR,20303,NALANDA,20303024,Rajgir,2030302417,RAJGIR,2.0303E+12,ORG,25.02,85.42,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
268,4754,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0290,BIHAR,20303,NALANDA,20303024,Sarmera,2030302418,SARMERA,2.0303E+12,ORG,25.2604,85.8001,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
269,4755,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0291,BIHAR,20303,NALANDA,20303024,Silao,2030302419,SILAO,2.0303E+12,ORG,25.080122,85.432128,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
270,4756,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0292,BIHAR,20303,NALANDA,20303024,Tharthari,2030302420,THARTHARI,2.0303E+12,ORG,25.29253,85.378368,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
271,4757,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0294,BIHAR,20303,NAWADA,20303025,Hisua,2030302503,AKBARPUR,2.0303E+12,ORG,24.842429,85.418269,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
272,4758,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0293,BIHAR,20303,NAWADA,20303025,Gobhindpur,2030302502,GOBINDPUR,2.0303E+12,ORG,24.781188,85.682492,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
273,4759,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0299,BIHAR,20303,NAWADA,20303025,Narhat,2030302508,HISUA,2.0303E+12,ORG,24.75,85.416667,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
274,4760,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0295,BIHAR,20303,NAWADA,20303025,Kashi chak,2030302504,KASHICHAK,2.0303E+12,ORG,25.067806,85.711113,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
275,4761,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0296,BIHAR,20303,NAWADA,20303025,Kawakol,2030302505,KAUWAKOL,2.0303E+12,ORG,24.84,85.88,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
276,4762,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0297,BIHAR,20303,NAWADA,20303025,Meskaur,2030302506,MESKAUR,2.0303E+12,ORG,24.737157,85.354563,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
277,4763,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0298,BIHAR,20303,NAWADA,20303025,Nardiganj,2030302507,NARDIGANJ,2.0303E+12,ORG,24.941847,85.431075,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
278,4764,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0300,BIHAR,20303,NAWADA,20303025,Narhat,2030302508,NARHAT,2.0303E+12,ORG,24.78,85.42,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
279,4765,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0301,BIHAR,20303,NAWADA,20303025,Nawada,2030302509,NAWADA,2.0303E+12,ORG,24.87,85.53,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
280,4766,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0302,BIHAR,20303,NAWADA,20303025,Pakribarawan,2030302510,PAKRIVARMA,2.0303E+12,ORG,24.952927,85.731058,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
281,4767,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0304,BIHAR,20303,NAWADA,20303025,Rajanuli,2030302511,RAJAULI,2.0303E+12,ORG,24.64048,85.495412,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
282,4768,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0305,BIHAR,20303,NAWADA,20303025,Roh,2030302512,ROH,2.0303E+12,ORG,24.891567,85.684738,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
283,4769,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0306,BIHAR,20303,NAWADA,20303025,Sirdala,2030302513,SIRDALA,2.0303E+12,ORG,24.655707,85.397807,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
284,4770,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0307,BIHAR,20303,NAWADA,20303025,Warisaliganj,2030302514,WARISALIGANJ,2.0303E+12,ORG,25.0066,85.6391,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
285,4771,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0308,BIHAR,20303,PATNA,20303026,Athmalgola,2030302601,ATHMALGOLA,2.0303E+12,ORG,25.460876,85.601869,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
286,4772,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0309,BIHAR,20303,PATNA,20303026,Bakhtiarpur,2030302602,BAKHTIARPUR,2.0303E+12,ORG,25.461108,85.531491,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
287,4773,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0311,BIHAR,20303,PATNA,20303026,Belchhi,2030302604,BALCHHI,2.0303E+12,ORG,25.358197,85.654887,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
288,4774,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0310,BIHAR,20303,PATNA,20303026,Barh,2030302603,BARH,2.0303E+12,ORG,25.483333,85.716667,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
292,4778,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0315,BIHAR,20303,PATNA,20303026,Dhniawan,2030302608,DANIAWAN,2.0303E+12,ORG,25.442218,85.293631,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
295,4781,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0318,BIHAR,20303,PATNA,20303026,Fatwah,2030302611,FATUHA,2.0303E+12,ORG,25.5087,85.3004,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
296,4782,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0319,BIHAR,20303,PATNA,20303026,Ghoswari,2030302612,HOSWARI,2.0303E+12,ORG,25.356925,85.894829,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
297,4783,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0320,BIHAR,20303,PATNA,20303026,Khusrupur,2030302613,KHUSRUPUR,2.0303E+12,ORG,25.483071,85.382342,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
300,4786,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0323,BIHAR,20303,PATNA,20303026,Mokameh,2030302616,MOKAMA,2.0303E+12,ORG,25.4029,85.9061,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
303,4789,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0326,BIHAR,20303,PATNA,20303026,Pandarak,2030302619,PANDARAK,2.0303E+12,ORG,25.4944,85.793475,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
342,4828,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0384,BIHAR,20303,SAMASTIPUR,20303030,Mohiuddinagar,2030303008,HASANPUR,2.0303E+12,ORG,25.5,85.666667,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
357,4843,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0395,BIHAR,20303,SAMASTIPUR,20303030,Vidyapati Nagar,2030303019,VIDYAPATI NAGAR,2.0303E+12,ORG,25.599291,85.797657,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
369,4855,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0409,BIHAR,20303,SHEIKHPURA,20303032,Ariari,2030303201,ARYARI,2.0303E+12,ORG,25.0454,85.8554,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
370,4856,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0412,BIHAR,20303,SHEIKHPURA,20303032,Rarbigha,2030303204,BARBIGHA,2.0303E+12,ORG,25.21,85.74,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
371,4857,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0410,BIHAR,20303,SHEIKHPURA,20303032,Chewara,2030303202,CHERWA,2.0303E+12,ORG,25.0798,85.9253,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
372,4858,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0411,BIHAR,20303,SHEIKHPURA,20303032,Ghat kusumbha,2030303203,GHAT KUSHUMBA,2.0303E+12,ORG,25.2129,85.9295,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
373,4859,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0413,BIHAR,20303,SHEIKHPURA,20303032,Sheikhpura,2030303205,SHEIKHPURA,2.0303E+12,ORG,25.15,85.85,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
374,4860,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0414,BIHAR,20303,SHEIKHPURA,20303032,Shekhopur sarai,2030303206,SHEKHOPURA SARAY,2.0303E+12,ORG,25.112934,85.683462,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
429,4915,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0469,BIHAR,20303,VAISHALI,20303037,Bidupur,2030303702,BIDUPUR,2.0303E+12,ORG,25.642498,85.334762,MC PATNA,11,Kiul,Ganga,PATNA,22,186,22186
